REF,Company,Company_Location,Year_Reviewed,Bean_Origin,Cocoa_Percent,Characteristics,Rating,S_Bean_Origin,Number_Ingredients,Ingredient_B,Ingredient_C,Ingredient_L,Ingredient_S,Ingredient_S*,Ingredient_Sa,Ingredient_V
2286,Tala,Vietnam,2019,Vietnam,70.0,"cocoa,sweet,fatty, cardboard",2.75,Vietnam,3,1,1,0,1,0,0,0
2286,Tala,Vietnam,2019,Vietnam,75.0,"intense cocoa, fatty, sticky",3.0,Vietnam,3,1,1,0,1,0,0,0
1868,Tan Ban Skrati,Suriname,2016,Suriname,70.0,"earthy, floral, dry",3.25,Paramaribo,2,1,0,0,1,0,0,0
2262,Taste Artisan,U.S.A.,2019,Venezuela,75.0,"vanilla, fatty",3.0,Chuao,4,1,1,0,1,0,0,1
2326,Taste Artisan,U.S.A.,2019,Peru,75.0,"blackberry, dirt, high roast",3.25,Amazonas,3,1,1,0,1,0,0,0
2326,Taste Artisan,U.S.A.,2019,Peru,75.0,fig,4.0,Piura,3,1,1,0,1,0,0,0
1646,Taste Artisan aka Coleman and Davis,U.S.A.,2015,Madagascar,75.0,"berry, spices, smoke",3.0,Sambirano,4,1,1,0,1,0,0,1
2306,Taucherli,Switzerland,2019,Nicaragua,72.0,"nutty, off, roasty, fatty",3.0,Nicaragua,3,1,1,0,1,0,0,0
2306,Taucherli,Switzerland,2019,Mexico,70.0,"nutty, fruit, sour, floral",3.25,Mexico,3,1,1,0,1,0,0,0
2566,Taylor Made,U.S.A.,2021,Haiti,67.0,"earthy, fatty, gritty",2.75,Haiti,3,1,1,0,1,0,0,0
180,Taza,U.S.A.,2007,Dominican Republic,70.0,"sandy, sour banana, sweet",3.0,"Dark, Stone Ground",3,1,1,0,1,0,0,0
451,Taza,U.S.A.,2009,Mexico,75.0,"rustic, sweet, earthy",2.75,Chiapan,3,1,1,0,1,0,0,0
785,Taza,U.S.A.,2011,Bolivia,87.0,"grainy, blueberries, bitter",3.25,Alto Beni,3,1,1,0,1,0,0,0
1271,Taza,U.S.A.,2014,Belize,68.0,"coarse, watering, sweet",3.0,Belize,3,1,1,0,1,0,0,0
199,TCHO,U.S.A.,2008,Ghana,70.0,"gritty,sweet,swiss miss,vanilla",2.5,Chocolatey-beta,5,1,1,1,1,0,0,1
280,TCHO,U.S.A.,2008,Peru,70.0,"tangy, off, musty, sour",2.5,Fruity-beta,5,1,1,1,1,0,0,1
284,TCHO,U.S.A.,2008,Peru,70.0,"dry, musty, flat",2.5,Nutty-beta,5,1,1,1,1,0,0,1
280,TCHO,U.S.A.,2008,Madagascar,70.0,"dry, red berry, off note",2.75,Citrus-beta,5,1,1,1,1,0,0,1
387,TCHO,U.S.A.,2009,Blend,60.0,"tea, sweet, astringent",2.75,TCHOPro 60.5,5,1,1,1,1,0,0,1
387,TCHO,U.S.A.,2009,Blend,68.0,"nutty, candy-like",3.0,TCHOPro 68,5,1,1,1,1,0,0,1
1716,TCHO,U.S.A.,2016,Blend,62.0,"strong vanilla, sweet, fatty",2.0,West Africa,5,1,1,1,1,0,0,1
821,Tejas,U.S.A.,2012,Peru,70.0,"perfume, chemical, soapy",2.0,Capistrano,4,1,1,0,1,0,0,1
801,Tejas,U.S.A.,2012,Madagascar,70.0,"molasses, off notes",2.75,Concepcion,4,1,1,0,1,0,0,1
829,Tejas,U.S.A.,2012,Bolivia,70.0,"candy,peanut butter,caramel",2.75,San Jose,3,1,1,0,1,0,0,0
967,Tejas,U.S.A.,2012,Brazil,70.0,"flat, cardboard, metallic",2.75,Espada,3,1,1,0,1,0,0,0
801,Tejas,U.S.A.,2012,Blend,70.0,"molasses, caramel, spice",3.0,"Bayou Blend, Ecuador, Mad., PNG",4,1,1,0,1,0,0,1
805,Tejas,U.S.A.,2012,Papua New Guinea,70.0,"molasses, caramel, fruity",3.0,Aranama,4,1,1,0,1,0,0,1
829,Tejas,U.S.A.,2012,Madagascar,70.0,"sticky, caramel",3.0,Capistrano*,3,1,1,0,1,0,0,0
971,Tejas,U.S.A.,2012,Venezuela,80.0,"earthy, savory, hammy",3.0,Concepcion*,4,1,1,0,1,0,0,1
817,Tejas,U.S.A.,2012,Ecuador,70.0,"gritty, rum, molasses",3.25,"La Bahia, w/ cane juice",4,1,1,0,1,0,0,1
825,Tejas,U.S.A.,2012,Ecuador,70.0,"molasses, fruit, floral",3.25,"La Bahia, w/ cane sugar",3,1,1,0,1,0,0,0
833,Tejas,U.S.A.,2012,Mexico,70.0,"molasses, caramel",3.25,Espada,3,1,1,0,1,0,0,0
971,Tejas,U.S.A.,2012,Bolivia,67.0,"green apple, sweet",3.25,San Jose,3,1,1,0,1,0,0,0
805,Tejas,U.S.A.,2012,Dominican Republic,70.0,"molasses, caramel",3.5,Presidio,4,1,1,0,1,0,0,1
971,Tejas,U.S.A.,2012,Brazil,70.0,"honey, pepper, charcoal",3.5,"Bahia, Floresta Azul,Good Friends Reserve#3",3,1,1,0,1,0,0,0
1323,Terroir,U.S.A.,2014,Ecuador,77.0,"intense, mild coffee and rum",3.25,Ecuador,2,1,0,0,1,0,0,0
1323,Terroir,U.S.A.,2014,Madagascar,67.0,"sweet, rich, tannic, fruity",3.75,Madagascar,2,1,0,0,1,0,0,0
1323,Terroir,U.S.A.,2014,Uganda,73.0,"creamy, almond, butter",3.75,Uganda,2,1,0,0,1,0,0,0
1478,Terroir,U.S.A.,2015,Peru,70.0,"spicy, black pepper, intense",2.75,Peru,2,1,0,0,1,0,0,0
1482,Terroir,U.S.A.,2015,Ecuador,70.0,"floral, earthy, bourbon",3.25,Ecuador,2,1,0,0,1,0,0,0
1554,Terroir,U.S.A.,2015,Dominican Republic,70.0,"spicy, black pepper, bold",3.5,Oko Caribe,3,1,1,0,1,0,0,0
1478,Terroir,U.S.A.,2015,Belize,70.0,"nutty, raspberry, metallic",3.75,Belize,2,1,0,0,1,0,0,0
1478,Terroir,U.S.A.,2015,Madagascar,70.0,"bright fruit, mild sour",3.75,Madagascar,2,1,0,0,1,0,0,0
1558,Terroir,U.S.A.,2015,Guatemala,70.0,"walnuts, cocoa, easy melt",3.75,Guatemala,3,1,1,0,1,0,0,0
2374,Terroir,U.S.A.,2019,Haiti,72.0,"harsh, tobacco",2.75,Haiti,3,1,1,0,1,0,0,0
2358,Terroir,U.S.A.,2019,Belize,77.0,"berries, licorice, cocoa,bitter",3.0,Maya Mountain,3,1,1,0,1,0,0,0
2370,Terroir,U.S.A.,2019,Bolivia,77.0,"muted, roasted banana",3.25,Alto Beni,3,1,1,0,1,0,0,0
1614,The Barn,Sweden,2015,Peru,70.0,"sandy, sweet, raisins",3.0,Peru,3,1,1,0,1,0,0,0
188,Theo,U.S.A.,2007,Venezuela,91.0,"dry, very bland, mild bitter",2.0,"Venezuela; Barinos, Merida, Tachron",2,1,0,0,1,0,0,0
184,Theo,U.S.A.,2007,Ivory Coast,75.0,"dry, gritty, hint of fruit, sour",2.5,Ivory Coast,4,1,1,0,1,0,0,1
184,Theo,U.S.A.,2007,Ghana,84.0,"dry, slightly tart, bitter",3.0,"Ghana, Kumasi",4,1,1,0,1,0,0,1
188,Theo,U.S.A.,2007,Blend,75.0,"sandy, sweet, fruity",3.0,"Ghana, Panama, Ecuador",3,1,1,0,1,0,0,0
162,Theo,U.S.A.,2007,Madagascar,65.0,"sandy, sweet, blueberry",3.5,Madagascar,3,1,1,0,1,0,0,0
903,Theo,U.S.A.,2012,Congo,65.0,"sweet, vanilla, cocoa",3.25,Congo w/ nibs,4,1,1,0,1,0,0,1
1684,Theobroma,Japan,2015,Peru,70.0,"peanut butter, sour milk",3.25,"Piura Select, Cacao Blanc",2,1,0,0,1,0,0,0
2414,Thistle & Rose aka Aggie USU,U.S.A.,2019,Ecuador,70.0,"pure, bold, floral",3.5,"Costa Esmeraldas, 2017 h.",2,1,0,0,1,0,0,0
2182,Tibito,Colombia,2018,Colombia,70.0,"floral, vegetal",3.0,"Meta, lot 052",3,1,0,1,1,0,0,0
2182,Tibito,Colombia,2018,Colombia,70.0,"spicy, marshmallow",3.25,"Putumayo, lot 021",3,1,0,1,1,0,0,0
1836,Timo A. Meyer,Germany,2016,Belize,72.0,"bright fruit, cashew",3.75,"Belize, med roast",3,1,1,0,1,0,0,0
2358,Tiny House,U.S.A.,2019,Tanzania,71.0,"bland, mild honey, sour",2.75,Kokoa Kamili,2,1,0,0,1,0,0,0
2510,To'ak,Ecuador,2020,Ecuador,75.0,"strong floral, oily, bold, grassy",3.25,"Galapagos, Santa Cruz Island, 2018 h.",3,1,1,0,1,0,0,0
1418,To'ak (Ecuatoriana),Ecuador,2014,Ecuador,81.0,"waxy, mild fruit, floral",3.25,Manabi,2,1,0,0,1,0,0,0
789,Tocoti,U.S.A.,2011,Venezuela,72.0,"peanut butter, soapy",2.75,Venezuela,3,1,1,0,1,0,0,0
789,Tocoti,U.S.A.,2011,Dominican Republic,74.0,"pronounced fruit, sour",3.0,Dominican Republic,3,1,1,0,1,0,0,0
927,Tocoti,U.S.A.,2012,Bolivia,77.0,"sandy, sweet",3.0,"Wild Bolivian, Jungle Love",3,1,1,0,1,0,0,0
2064,Tosier,U.K.,2018,Haiti,70.0,"metallic, astringent",2.75,Acul du Nard,3,1,1,0,1,0,0,0
2060,Tosier,U.K.,2018,Bolivia,70.0,"spicy, cocoa, sweet",3.0,"Alto Beni, 2016",3,1,1,0,1,0,0,0
2060,Tosier,U.K.,2018,Belize,70.0,"honey, caramel",3.5,Maya Mtn.,3,1,1,0,1,0,0,0
2270,Tosier,U.K.,2019,Colombia,70.0,"dull, chewy, sweet",2.75,Tumaco,3,1,1,0,1,0,0,0
2314,Tree to Bar,South Korea,2019,Ecuador,70.0,"nutty, floral",3.5,Ecuador,2,1,0,0,1,0,0,0
1239,Treehouse,U.S.A.,2014,Dominican Republic,72.0,"baked, roasty, coffee",3.0,Conacado,2,1,0,0,1,0,0,0
907,Treehouse aka Indaphoria,U.S.A.,2012,Dominican Republic,70.0,"sandy, strawberry, coconut",2.75,"Conacado, Manifesto",3,1,1,0,0,1,0,0
821,Treehouse aka Indaphoria,U.S.A.,2012,Dominican Republic,70.0,"heavy roast, black licorice",3.25,La Red,3,1,1,0,0,1,0,0
2526,Triangle Roasters,U.S.A.,2020,Nicaragua,70.0,"high acidity, toffee, spicy",3.25,La Colonia,2,1,0,0,1,0,0,0
2526,Triangle Roasters,U.S.A.,2020,Haiti,70.0,"dominating roast, deep cocoa",3.25,Pisa,2,1,0,0,1,0,0,0
2530,Triangle Roasters,U.S.A.,2020,Guatemala,70.0,"bright fruit, heavy roast, smooth",3.75,Guatemala,2,1,0,0,1,0,0,0
2664,Triangle Roasters,U.S.A.,2021,Philippines,70.0,"sticky, butterscotch, sl. Hammy",3.25,Malah Na Bulong,2,1,0,0,1,0,0,0
2210,Tribar,Peru,2018,Peru,73.0,"powdery, complex, rubber",3.0,Ucayali,3,1,1,0,1,0,0,0
2218,Tribar,Peru,2018,Peru,70.0,"sweet, pungent grape, acidic",3.5,"Piura, Gran Chilique",3,1,1,0,1,0,0,0
2490,Tribe,Canada,2020,Vietnam,70.0,"tart, sweet, sour, savory",2.75,Dak Lak,2,1,0,0,1,0,0,0
2490,Tribe,Canada,2020,Honduras,70.0,"woody, sweet, unrefined",2.75,Copan,2,1,0,0,1,0,0,0
2470,Tribe,Canada,2020,Peru,70.0,"very sandy, spicey, sweet",3.0,Ucayali,2,1,0,0,1,0,0,0
753,twenty-four blackbirds,U.S.A.,2011,Dominican Republic,73.0,"roasty, woody, rubber off",2.75,Dominican Republic,2,1,0,0,1,0,0,0
1026,twenty-four blackbirds,U.S.A.,2013,Bolivia,75.0,"roasty, bitter, caramel, dairy",2.5,Palos Blancos,2,1,0,0,1,0,0,0
1022,twenty-four blackbirds,U.S.A.,2013,Dominican Republic,68.0,"roasty, sligt burnt, red fruit",3.25,Dominican Republic,2,1,0,0,1,0,0,0
1235,twenty-four blackbirds,U.S.A.,2014,Madagascar,75.0,"intense, red berry",3.5,"Madagascar, lot 137",2,1,0,0,1,0,0,0
1700,twenty-four blackbirds,U.S.A.,2015,Dominican Republic,75.0,"spicy, sour, off note",2.75,Oko Caribe,2,1,0,0,1,0,0,0
1700,twenty-four blackbirds,U.S.A.,2015,Ecuador,75.0,"intense, floral",3.5,"Cedeno, lot 271",2,1,0,0,1,0,0,0
1996,twenty-four blackbirds,U.S.A.,2017,Tanzania,75.0,"dry, floral, woody",3.25,Kokoa Kamili,2,1,0,0,1,0,0,0
1740,Two Ravens,U.S.A.,2016,Peru,60.0,"coarse, sweet, lemon",3.0,Peru,3,1,1,0,1,0,0,0
2000,Uncouth,Canada,2017,Dominican Republic,75.0,"dry, coarse, hay, off",2.75,Dominican Republic,2,1,0,0,1,0,0,0
2004,Uncouth,Canada,2017,Tanzania,75.0,"dry, coarse, sweet, earthy",3.0,Tanzania,2,1,0,0,1,0,0,0
2004,Uncouth,Canada,2017,Guatemala,75.0,"dry, coarse, sour",3.25,Guatemala,2,1,0,0,1,0,0,0
1438,Undone,U.S.A.,2014,Nicaragua,74.0,"creamy, woody,green, rubber",2.75,Matagalpa,2,1,0,0,1,0,0,0
1438,Undone,U.S.A.,2014,Dominican Republic,70.0,"tart, tangy, mild cocoa",3.0,"San Francisco de Macoris, Nourish",2,1,0,0,1,0,0,0
1752,Upchurch,U.S.A.,2016,Madagascar,72.0,"sweet, acidic, tart",3.0,"Madagascar, Sassy Bar",2,1,0,0,1,0,0,0
1752,Upchurch,U.S.A.,2016,Tanzania,72.0,"sandy, sweet, peach",3.25,"Tanzania, Party Bar",2,1,0,0,1,0,0,0
1327,Urzi,Italy,2014,Venezuela,65.0,"intense, nutty, mild rubber",3.25,"Sur del Lago, Merida",4,1,1,0,1,0,0,1
1968,Utopick,Spain,2017,Colombia,70.0,"spice, melon, nutty",3.75,"Sierra Nevada, Tutu Iku",3,1,1,0,1,0,0,0
2210,Utopick,Spain,2018,Nicaragua,70.0,roasty cocoa,3.75,Nugo,3,1,1,0,1,0,0,0
2478,Vaka,Canada,2020,Belize,74.0,"roasted strawberry, bold",3.5,"Maya Mountain, Toledo",3,1,1,0,1,0,0,0
75,Valrhona,France,2006,Trinidad,64.0,"nutty, vegetal, sweet",2.5,Gran Couva 2005 P.,5,1,1,1,1,0,0,1
63,Valrhona,France,2006,Blend,66.0,"slight bitter, woody",3.0,"Carribean, Caraibe",5,1,1,1,1,0,0,1
75,Valrhona,France,2006,Venezuela,64.0,"modest, creamy, cocoa",3.0,"Porcelana, Maracaibo, Palmira P. 2005",5,1,1,1,1,0,0,1
75,Valrhona,France,2006,Madagascar,64.0,"red berry, rich cocoa",3.5,"Sambirano, Ampamakia 2005, Millot P.",5,1,1,1,1,0,0,1
63,Valrhona,France,2006,Blend,70.0,"subtle, smooth, earthy, long",3.75,"Guanaja, South America",5,1,1,1,1,0,0,1
147,Valrhona,France,2007,Blend,85.0,"creamy, fatty, very bitter",1.5,Le Noir Extra Amer,5,1,1,1,1,0,0,1
153,Valrhona,France,2007,Blend,85.0,"berries, tart, bitter",2.5,"Abinao, West Africa",5,1,1,1,1,0,0,1
157,Valrhona,France,2007,Blend,71.0,nutty and bitter dominate,2.75,"Le Noir Amer, West Africa",5,1,1,1,1,0,0,1
117,Valrhona,France,2007,Blend,72.0,"creamy, rich, licorice",3.0,"Araguani, Venezuela, Carribean",5,1,1,1,1,0,0,1
162,Valrhona,France,2007,Venezuela,64.0,"creamy, cherry",3.25,"Porcelana, Maracaibo, Palmira P. 2006",5,1,1,1,1,0,0,1
129,Valrhona,France,2007,Venezuela,65.0,"sandy, vegetal, cocoa",3.75,Chuao 2002 P.,5,1,1,1,1,0,0,1
129,Valrhona,France,2007,Madagascar,64.0,"creamy, blueberry, raspberry",4.0,Manjari,5,1,1,1,1,0,0,1
395,Valrhona,France,2009,Ghana,68.0,"creamy, cocoa, bread",3.5,Nyangbo,5,1,1,1,1,0,0,1
327,Valrhona,France,2009,Dominican Republic,64.0,"cocoa dominates, woodsy",3.75,Tainori,5,1,1,1,1,0,0,1
370,Valrhona,France,2009,Ecuador,66.0,"rich cocoa, hot spice",3.75,Alpaco,5,1,1,1,1,0,0,1
709,Valrhona,France,2011,Blend,56.0,"intense sweet, nut, orange",3.25,Caraque,5,1,1,1,1,0,0,1
757,Valrhona,France,2011,Venezuela,64.0,"creamy, honey,peanut butter",4.0,"Porcelana, Pedegral",5,1,1,1,1,0,0,1
931,Valrhona,France,2012,Venezuela,69.0,"green,unripened fruit,banana",4.0,"Otucan, Grand Cru",5,1,1,1,1,0,0,1
1145,Valrhona,France,2013,Blend,70.0,"yogurt, lemon, licorice",3.5,"Andoa, Grand Cru blend",5,1,1,1,1,0,0,1
1153,Valrhona,France,2013,Dominican Republic,64.0,"complex, herbs, fruit, dairy",3.5,"Loma Sotavento, 2013",5,1,1,1,1,0,0,1
1510,Valrhona,France,2015,Peru,63.0,"intense, dark berry, grapes",4.0,"Piura, Illanka, Quemazon",5,1,1,1,1,0,0,1
1972,Valrhona,France,2017,Blend,60.0,"intense, rich, sweet",3.25,"Oriado, Peru, Dom. Rep",3,1,1,0,1,0,0,0
404,Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,72.0,"fatty, bland, very astringent",2.75,Madagascar,3,1,1,0,1,0,0,0
404,Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,76.0,"fatty, sour, spoiled",2.75,Madagascar,4,1,1,0,1,0,0,1
404,Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,80.0,"fatty, bitter, sour",2.75,Madagascar,4,1,1,0,1,0,0,1
1470,Vicuna,U.S.A.,2015,Bolivia,70.0,"peanut butter, coffee, mint",3.25,Palos Blancos,2,1,0,0,1,0,0,0
1470,Vicuna,U.S.A.,2015,Bolivia,70.0,"complex, nibs too soft",3.25,Palos Blancos + nibs,2,1,0,0,1,0,0,0
2186,Vicuna,U.S.A.,2018,Bolivia,70.0,"smokey, earthy, nutty",2.75,Palos Blancos,2,1,0,0,1,0,0,0
2186,Vicuna,U.S.A.,2018,Guatemala,70.0,"earthy, sour, intense",3.0,Alta Verapaz,2,1,0,0,1,0,0,0
2190,Vicuna,U.S.A.,2018,Dominican Republic,70.0,"dark berry, roasty",3.25,San Francisco de Macoris,2,1,0,0,1,0,0,0
991,Videri,U.S.A.,2012,Blend,70.0,"sweet, fruity, heavy roast",3.25,"Classic, Central and S. America",3,1,1,0,1,0,0,0
1117,Videri,U.S.A.,2013,Blend,90.0,"mellow fruit, tart, mild bitter",3.75,"Dark, Central and S. America",3,1,1,0,1,0,0,0
1211,Videri,U.S.A.,2014,Dominican Republic,90.0,"intense, cocoa, spicy, fruit",3.25,Dominican Republic,3,1,1,0,1,0,0,0
1211,Videri,U.S.A.,2014,Trinidad,75.0,"spicy, roasty, acidic, dairy",3.5,Trinidad,3,1,1,0,1,0,0,0
1227,Videri,U.S.A.,2014,Ecuador,75.0,"spicy, nutmeg, brownie",3.5,Mindo,3,1,1,0,1,0,0,0
2578,Videri,U.S.A.,2021,Guatemala,75.0,"earthy, harsh, acidic",2.75,Chimelb,2,1,0,0,1,0,0,0
2578,Videri,U.S.A.,2021,Dominican Republic,75.0,"roasty, berry notes",3.0,Zorzal,2,1,0,0,1,0,0,0
2578,Videri,U.S.A.,2021,Blend,70.0,"nutty, grassy, cocoa",3.5,"""Classic Dark"", Ecuador-Guatemala-Dom. Rep.",3,1,1,0,1,0,0,0
2578,Videri,U.S.A.,2021,Ecuador,75.0,floral & fruit,3.5,Costas Esmeraldas,2,1,0,0,1,0,0,0
951,Vietcacao (A. Morin),France,2012,Vietnam,70.0,"spicy, dairy",3.5,"Ben Tre, Mekong Delta, MoCay",4,1,1,1,1,0,0,0
1205,Vintage Plantations,U.S.A.,2014,Peru,75.0,"sandy, sweet, nutty",3.0,San Martin,3,1,1,0,1,0,0,0
153,Vintage Plantations (Tulicorp),U.S.A.,2007,Ecuador,65.0,"sticky, cocoa, earthy",3.0,"Los Rios, Rancho Grande 2007",3,1,1,0,1,0,0,0
1458,Violet Sky,U.S.A.,2015,Madagascar,77.0,"intense, tart, sour, raisin",2.75,Sambirano Valley,2,1,0,0,1,0,0,0
1502,Violet Sky,U.S.A.,2015,Guatemala,77.0,"creamy, cocoa, pungent",2.75,Cahabon,2,1,0,0,1,0,0,0
1458,Violet Sky,U.S.A.,2015,Belize,77.0,"mild metallic, brownie, earth",3.0,Moho River Valley,2,1,0,0,1,0,0,0
1458,Violet Sky,U.S.A.,2015,Venezuela,77.0,"intense, mild bitter, roasty",3.0,Cuyagua,2,1,0,0,1,0,0,0
1458,Violet Sky,U.S.A.,2015,Peru,77.0,"chalky, peach, bland",3.25,Peru,2,1,0,0,1,0,0,0
1720,Vivra,U.S.A.,2016,Peru,70.0,"pungent, metallic",2.5,Peru,5,1,1,1,1,0,0,1
1720,Vivra,U.S.A.,2016,Venezuela,70.0,"nutty, off notes",2.5,Ocumare,5,1,1,1,1,0,0,1
1724,Vivra,U.S.A.,2016,Dominican Republic,70.0,"sweet, simple, cocoa",3.0,Dominican Republic,5,1,1,1,1,0,0,1
2178,Vivra,U.S.A.,2018,Bolivia,70.0,"earthy, vanilla",2.5,Alto Beni,5,1,1,1,1,0,0,1
2182,Vivra,U.S.A.,2018,Haiti,70.0,"vanilla, late cocoa notes",2.5,"Pisa, Adul de Nord",5,1,1,1,1,0,0,1
1756,Wellington Chocolate Factory,New Zealand,2016,Dominican Republic,70.0,"dry, rich, roasty",3.5,Conacado,2,1,0,0,0,1,0,0
1756,Wellington Chocolate Factory,New Zealand,2016,Peru,70.0,"grapes, pungent",3.5,"Piura Blanco, Norandino",2,1,0,0,0,1,0,0
2012,Wellington Chocolate Factory,New Zealand,2017,Samoa,77.0,"earthy, roasty",3.0,Samoa,2,1,0,0,1,0,0,0
2092,White Label aka Mutari,U.S.A.,2018,Tanzania,68.0,"nuts, fruit, poor aftertaste",3.0,Kokoa Kamili,3,1,1,0,1,0,0,0
2096,White Label aka Mutari,U.S.A.,2018,Bolivia,72.0,"creamy, fruit, poor aftertaste",3.0,Alto Beni,3,1,1,0,1,0,0,0
2626,White Label aka Mutari,U.S.A.,2021,Philippines,74.0,"nutty, roasted cherry, coffee",3.5,"Kablon Farms, b. KP7417211821",3,1,1,0,1,0,0,0
2626,White Label aka Mutari,U.S.A.,2021,Uganda,72.0,"nutty, cocoa, yogurt",3.5,"Semuliki, 2017-18 h.",3,1,1,0,1,0,0,0
2622,White Label aka Mutari,U.S.A.,2021,Honduras,74.0,"brownie, nutty, roasty",3.75,"La Masica, 2015 harvest, b. LH74HORZConcheV2",2,1,0,0,1,0,0,0
2622,White Label aka Mutari,U.S.A.,2021,Trinidad,72.0,"complex, mild tobacco, nut, fruit",3.75,"Garcia Estate, 2019 harvest, b. GT722162021820",3,1,1,0,1,0,0,0
1169,Wilkie's Organic,Ireland,2013,Peru,75.0,"light color, grit, metallic",2.5,Amazonas,3,1,1,0,1,0,0,0
1169,Wilkie's Organic,Ireland,2013,Peru,89.0,"slow develop, bitter, metallic",2.75,Amazonas,3,1,1,0,1,0,0,0
1173,Wilkie's Organic,Ireland,2013,Peru,75.0,"mild, metallic",2.75,Amazonas w/ nibs,3,1,1,0,1,0,0,0
1169,Wilkie's Organic,Ireland,2013,Peru,75.0,"sandy, sweet, coffee",3.25,Tumbes,3,1,1,0,1,0,0,0
457,Willie's Cacao,U.K.,2009,Peru,70.0,"sandy, rich, earthy",3.0,San Martin,3,1,1,0,1,0,0,0
457,Willie's Cacao,U.K.,2009,Venezuela,72.0,"creamy, earthy, nutty",3.25,Rio Caribe,3,1,1,0,1,0,0,0
593,Willie's Cacao,U.K.,2010,Madagascar,71.0,"dry, mild fruit",3.0,Sambirano,3,1,1,0,1,0,0,0
593,Willie's Cacao,U.K.,2010,Venezuela,72.0,"dry, nutty, cocoa",3.5,Hacienda Las Trincheras,3,1,1,0,1,0,0,0
593,Willie's Cacao,U.K.,2010,Indonesia,69.0,"smokey, fruity, sour",3.75,Java,3,1,1,0,1,0,0,0
1227,Willie's Cacao,U.K.,2014,Colombia,88.0,"mild nutty and fruit, savory",3.0,Los Llanos,3,1,1,0,1,0,0,0
1848,Willie's Cacao,U.K.,2016,Colombia,70.0,"rich cocoa, spicy, cinamon",4.0,Los Llanos,3,1,1,0,1,0,0,0
1912,Wm,U.S.A.,2016,Venezuela,74.0,"nutty, rubber",3.0,"Guasare, Zulia Prov., 2015",3,1,1,0,1,0,0,0
1912,Wm,U.S.A.,2016,Bolivia,76.0,"nutty, fig, short length",3.5,"Wild Beniano, 2016",3,1,1,0,1,0,0,0
1916,Wm,U.S.A.,2016,Ghana,75.0,"strong malt, choco pudding",3.75,"Ghana, 2013",3,1,1,0,1,0,0,0
2406,Wm,U.S.A.,2019,Belize,68.0,"flat, molasses, creamy",3.25,"Maya Mountain, 2017",3,1,1,0,1,0,0,0
2346,Wm,U.S.A.,2019,Venezuela,70.0,"intense, creamy, nutty",3.5,Porcelana,3,1,1,0,1,0,0,0
2652,Wm,U.S.A.,2021,Dominican Republic,70.0,"dairy, caramel, brownie, nutty",3.5,Dominican Republic,3,1,1,0,1,0,0,0
769,Woodblock,U.S.A.,2011,Dominican Republic,70.0,"brownie, fruit, fudge",3.5,La Red,2,1,0,0,1,0,0,0
741,Woodblock,U.S.A.,2011,Venezuela,70.0,"nutty, tart, coffee",4.0,Ocumare,2,1,0,0,1,0,0,0
825,Woodblock,U.S.A.,2012,Ecuador,70.0,"mild fruit, chemical off",2.5,Ecuador,2,1,0,0,1,0,0,0
825,Woodblock,U.S.A.,2012,Costa Rica,70.0,"roasty, metallic, coffee",3.0,Costa Rica,2,1,0,0,1,0,0,0
951,Woodblock,U.S.A.,2012,Madagascar,70.0,melon,3.25,Sambirano,3,1,1,0,1,0,0,0
1042,Woodblock,U.S.A.,2013,Ecuador,70.0,"intense, bourbon",3.25,"Camino Verde P., Balao, Guayas",2,1,0,0,1,0,0,0
1042,Woodblock,U.S.A.,2013,Trinidad,70.0,"creamy, woody, mild metallic",3.5,Gran Couva,2,1,0,0,1,0,0,0
1243,Woodblock,U.S.A.,2014,Peru,70.0,"sandy, intense, mild nutty",3.0,"Maranon, Cajamarca",2,1,0,0,1,0,0,0
2656,Woodblock,U.S.A.,2021,Tanzania,70.0,"short, tart, fruit, sweet edge",3.0,Kokoa Kamili,2,1,0,0,1,0,0,0
1057,Xocolat,Dominican Republic,2013,Dominican Republic,66.0,"salt noticeable, vanilla",3.0,Hispaniola,5,1,1,1,1,0,1,0
2374,Xocolatisimo,El Salvador,2019,El Salvador,65.0,"overly sweet, dirty",2.75,Hacienda San Jose,4,1,1,1,1,0,0,0
2378,Xocolatisimo,El Salvador,2019,El Salvador,75.0,"coarse, sweet, candy, licorice",3.0,Hacienda San Jose,4,1,1,1,1,0,0,0
2374,Xocolatisimo,El Salvador,2019,El Salvador,70.0,"nutty, basic cocoa",3.25,Hacienda San Jose,4,1,1,1,1,0,0,0
2522,Xocolatl,U.S.A.,2020,Tanzania,73.0,"sandy, earthy, hint of tang",3.25,"Kokoa Kamili, Kilombero Valley",2,1,0,0,1,0,0,0
2518,Xocolatl,U.S.A.,2020,Peru,70.0,"burnt caramel, grapes",3.5,San Martin de Pangoa,2,1,0,0,1,0,0,0
2522,Xocolatl,U.S.A.,2020,Nicaragua,72.0,"sandy, roasty, fig, late spiciness",3.5,Matagalpa,2,1,0,0,1,0,0,0
1948,Xocolla,U.S.A.,2017,Dominican Republic,70.0,"spciy, cardamom, off flavor",2.5,Hispaniola,2,1,0,0,1,0,0,0
1948,Xocolla,U.S.A.,2017,Madagascar,70.0,"sour milk, molasses, sweet",2.75,Sambirano,2,1,0,0,1,0,0,0
